"line_no","round","category","event","numeric_index","numeric_value","sanitized_text"
"284","10","general","Radial: mean_ratio=0.359, max_ratio=0.918, mean_score=0.774","3","0.774","Radial: mean_ratio=0.359, max_ratio=0.918, mean_score=0.774"
"285","10","general","Sign: mean_ratio=4195460841472.000, max_ratio=10741226668032.000, mean_score=0.199","1","4195460841472.000","Sign: mean_ratio=4195460841472.000, max_ratio=10741226668032.000, mean_score=0.199"
"285","10","general","Sign: mean_ratio=4195460841472.000, max_ratio=10741226668032.000, mean_score=0.199","2","10741226668032.000","Sign: mean_ratio=4195460841472.000, max_ratio=10741226668032.000, mean_score=0.199"
"285","10","general","Sign: mean_ratio=4195460841472.000, max_ratio=10741226668032.000, mean_score=0.199","3","0.199","Sign: mean_ratio=4195460841472.000, max_ratio=10741226668032.000, mean_score=0.199"
"286","10","MOS-Core","Gen 30/100:","1","30","[MOS-Core] Gen 30/100:"
"286","10","MOS-Core","Gen 30/100:","2","100","[MOS-Core] Gen 30/100:"
"287","10","general","Stealth: mean=0.593, best=1.000","1","0.593","Stealth: mean=0.593, best=1.000"
"287","10","general","Stealth: mean=0.593, best=1.000","2","1.000","Stealth: mean=0.593, best=1.000"
"288","10","general","Destructiveness: mean=427261534666752.000, best=1260189575544832.000","1","427261534666752.000","Destructiveness: mean=427261534666752.000, best=1260189575544832.000"
"288","10","general","Destructiveness: mean=427261534666752.000, best=1260189575544832.000","2","1260189575544832.000","Destructiveness: mean=427261534666752.000, best=1260189575544832.000"
"289","10","general","CV: mean=1922070478848.0000, min=0.0000","1","1922070478848.0000","CV: mean=1922070478848.0000, min=0.0000"
"289","10","general","CV: mean=1922070478848.0000, min=0.0000","2","0.0000","CV: mean=1922070478848.0000, min=0.0000"
"290","10","general","Feasibility: count=2, ratio=20.00%","1","2","Feasibility: count=2, ratio=20.00%"
"290","10","general","Feasibility: count=2, ratio=20.00%","2","20.00","Feasibility: count=2, ratio=20.00%"
"291","10","general","Max feasible destruct: 0.481","1","0.481","Max feasible destruct: 0.481"
"292","10","general","Pareto front size: 10","1","10","Pareto front size: 10"
"293","10","general","Budget ratio: mean=0.336, max=0.935","1","0.336","Budget ratio: mean=0.336, max=0.935"
"293","10","general","Budget ratio: mean=0.336, max=0.935","2","0.935","Budget ratio: mean=0.336, max=0.935"
"294","10","general","Radial: mean_ratio=0.336, max_ratio=0.935, mean_score=0.791","1","0.336","Radial: mean_ratio=0.336, max_ratio=0.935, mean_score=0.791"
"294","10","general","Radial: mean_ratio=0.336, max_ratio=0.935, mean_score=0.791","2","0.935","Radial: mean_ratio=0.336, max_ratio=0.935, mean_score=0.791"
"294","10","general","Radial: mean_ratio=0.336, max_ratio=0.935, mean_score=0.791","3","0.791","Radial: mean_ratio=0.336, max_ratio=0.935, mean_score=0.791"
"295","10","general","Sign: mean_ratio=3844140957696.000, max_ratio=10777522077696.000, mean_score=0.198","1","3844140957696.000","Sign: mean_ratio=3844140957696.000, max_ratio=10777522077696.000, mean_score=0.198"
"295","10","general","Sign: mean_ratio=3844140957696.000, max_ratio=10777522077696.000, mean_score=0.198","2","10777522077696.000","Sign: mean_ratio=3844140957696.000, max_ratio=10777522077696.000, mean_score=0.198"
"295","10","general","Sign: mean_ratio=3844140957696.000, max_ratio=10777522077696.000, mean_score=0.198","3","0.198","Sign: mean_ratio=3844140957696.000, max_ratio=10777522077696.000, mean_score=0.198"
"296","10","MOS-Core","Gen 40/100:","1","40","[MOS-Core] Gen 40/100:"
"296","10","MOS-Core","Gen 40/100:","2","100","[MOS-Core] Gen 40/100:"
"297","10","general","Stealth: mean=0.592, best=1.000","1","0.592","Stealth: mean=0.592, best=1.000"
"297","10","general","Stealth: mean=0.592, best=1.000","2","1.000","Stealth: mean=0.592, best=1.000"
"298","10","general","Destructiveness: mean=430695193247744.000, best=1300578105819136.000","1","430695193247744.000","Destructiveness: mean=430695193247744.000, best=1300578105819136.000"
"298","10","general","Destructiveness: mean=430695193247744.000, best=1300578105819136.000","2","1300578105819136.000","Destructiveness: mean=430695193247744.000, best=1300578105819136.000"
"299","10","general","CV: mean=1925530779648.0000, min=0.0000","1","1925530779648.0000","CV: mean=1925530779648.0000, min=0.0000"
"299","10","general","CV: mean=1925530779648.0000, min=0.0000","2","0.0000","CV: mean=1925530779648.0000, min=0.0000"
"300","10","general","Feasibility: count=2, ratio=20.00%","1","2","Feasibility: count=2, ratio=20.00%"
"300","10","general","Feasibility: count=2, ratio=20.00%","2","20.00","Feasibility: count=2, ratio=20.00%"
"301","10","general","Max feasible destruct: 0.481","1","0.481","Max feasible destruct: 0.481"
"302","10","general","Pareto front size: 10","1","10","Pareto front size: 10"
"303","10","general","Budget ratio: mean=0.341, max=0.972","1","0.341","Budget ratio: mean=0.341, max=0.972"
"303","10","general","Budget ratio: mean=0.341, max=0.972","2","0.972","Budget ratio: mean=0.341, max=0.972"
"304","10","general","Radial: mean_ratio=0.341, max_ratio=0.972, mean_score=0.789","1","0.341","Radial: mean_ratio=0.341, max_ratio=0.972, mean_score=0.789"
"304","10","general","Radial: mean_ratio=0.341, max_ratio=0.972, mean_score=0.789","2","0.972","Radial: mean_ratio=0.341, max_ratio=0.972, mean_score=0.789"
"304","10","general","Radial: mean_ratio=0.341, max_ratio=0.972, mean_score=0.789","3","0.789","Radial: mean_ratio=0.341, max_ratio=0.972, mean_score=0.789"
"305","10","general","Sign: mean_ratio=3851061559296.000, max_ratio=10814243209216.000, mean_score=0.198","1","3851061559296.000","Sign: mean_ratio=3851061559296.000, max_ratio=10814243209216.000, mean_score=0.198"
"305","10","general","Sign: mean_ratio=3851061559296.000, max_ratio=10814243209216.000, mean_score=0.198","2","10814243209216.000","Sign: mean_ratio=3851061559296.000, max_ratio=10814243209216.000, mean_score=0.198"
"305","10","general","Sign: mean_ratio=3851061559296.000, max_ratio=10814243209216.000, mean_score=0.198","3","0.198","Sign: mean_ratio=3851061559296.000, max_ratio=10814243209216.000, mean_score=0.198"
"306","10","MOS-Core","Gen 50/100:","1","50","[MOS-Core] Gen 50/100:"
"306","10","MOS-Core","Gen 50/100:","2","100","[MOS-Core] Gen 50/100:"
"307","10","general","Stealth: mean=0.590, best=1.000","1","0.590","Stealth: mean=0.590, best=1.000"
"307","10","general","Stealth: mean=0.590, best=1.000","2","1.000","Stealth: mean=0.590, best=1.000"
"308","10","general","Destructiveness: mean=433033198960640.000, best=1327790884388864.000","1","433033198960640.000","Destructiveness: mean=433033198960640.000, best=1327790884388864.000"
"308","10","general","Destructiveness: mean=433033198960640.000, best=1327790884388864.000","2","1327790884388864.000","Destructiveness: mean=433033198960640.000, best=1327790884388864.000"
"309","10","general","CV: mean=1939842138112.0000, min=0.0000","1","1939842138112.0000","CV: mean=1939842138112.0000, min=0.0000"
"309","10","general","CV: mean=1939842138112.0000, min=0.0000","2","0.0000","CV: mean=1939842138112.0000, min=0.0000"
"310","10","general","Feasibility: count=2, ratio=20.00%","1","2","Feasibility: count=2, ratio=20.00%"
"310","10","general","Feasibility: count=2, ratio=20.00%","2","20.00","Feasibility: count=2, ratio=20.00%"
"311","10","general","Max feasible destruct: 0.481","1","0.481","Max feasible destruct: 0.481"
"312","10","general","Pareto front size: 10","1","10","Pareto front size: 10"
"313","10","general","Budget ratio: mean=0.346, max=1.000","1","0.346","Budget ratio: mean=0.346, max=1.000"
"313","10","general","Budget ratio: mean=0.346, max=1.000","2","1.000","Budget ratio: mean=0.346, max=1.000"
"314","10","general","Radial: mean_ratio=0.346, max_ratio=1.000, mean_score=0.786","1","0.346","Radial: mean_ratio=0.346, max_ratio=1.000, mean_score=0.786"
"314","10","general","Radial: mean_ratio=0.346, max_ratio=1.000, mean_score=0.786","2","1.000","Radial: mean_ratio=0.346, max_ratio=1.000, mean_score=0.786"
"314","10","general","Radial: mean_ratio=0.346, max_ratio=1.000, mean_score=0.786","3","0.786","Radial: mean_ratio=0.346, max_ratio=1.000, mean_score=0.786"
"315","10","general","Sign: mean_ratio=3879684276224.000, max_ratio=10999766712320.000, mean_score=0.198","1","3879684276224.000","Sign: mean_ratio=3879684276224.000, max_ratio=10999766712320.000, mean_score=0.198"
"315","10","general","Sign: mean_ratio=3879684276224.000, max_ratio=10999766712320.000, mean_score=0.198","2","10999766712320.000","Sign: mean_ratio=3879684276224.000, max_ratio=10999766712320.000, mean_score=0.198"
"315","10","general","Sign: mean_ratio=3879684276224.000, max_ratio=10999766712320.000, mean_score=0.198","3","0.198","Sign: mean_ratio=3879684276224.000, max_ratio=10999766712320.000, mean_score=0.198"
"316","10","MOS-Core","Gen 60/100:","1","60","[MOS-Core] Gen 60/100:"
"316","10","MOS-Core","Gen 60/100:","2","100","[MOS-Core] Gen 60/100:"
"317","10","general","Stealth: mean=0.588, best=1.000","1","0.588","Stealth: mean=0.588, best=1.000"
"317","10","general","Stealth: mean=0.588, best=1.000","2","1.000","Stealth: mean=0.588, best=1.000"
"318","10","general","Destructiveness: mean=431863894114304.000, best=1327840947601408.000","1","431863894114304.000","Destructiveness: mean=431863894114304.000, best=1327840947601408.000"
"318","10","general","Destructiveness: mean=431863894114304.000, best=1327840947601408.000","2","1327840947601408.000","Destructiveness: mean=431863894114304.000, best=1327840947601408.000"
"319","10","general","CV: mean=1953731313664.0000, min=0.0000","1","1953731313664.0000","CV: mean=1953731313664.0000, min=0.0000"
"319","10","general","CV: mean=1953731313664.0000, min=0.0000","2","0.0000","CV: mean=1953731313664.0000, min=0.0000"
"320","10","general","Feasibility: count=2, ratio=20.00%","1","2","Feasibility: count=2, ratio=20.00%"
"320","10","general","Feasibility: count=2, ratio=20.00%","2","20.00","Feasibility: count=2, ratio=20.00%"
"321","10","general","Max feasible destruct: 0.489","1","0.489","Max feasible destruct: 0.489"
"322","10","general","Pareto front size: 10","1","10","Pareto front size: 10"
"323","10","general","Budget ratio: mean=0.349, max=0.999","1","0.349","Budget ratio: mean=0.349, max=0.999"
"323","10","general","Budget ratio: mean=0.349, max=0.999","2","0.999","Budget ratio: mean=0.349, max=0.999"
"324","10","general","Radial: mean_ratio=0.349, max_ratio=0.999, mean_score=0.784","1","0.349","Radial: mean_ratio=0.349, max_ratio=0.999, mean_score=0.784"
"324","10","general","Radial: mean_ratio=0.349, max_ratio=0.999, mean_score=0.784","2","0.999","Radial: mean_ratio=0.349, max_ratio=0.999, mean_score=0.784"
"324","10","general","Radial: mean_ratio=0.349, max_ratio=0.999, mean_score=0.784","3","0.784","Radial: mean_ratio=0.349, max_ratio=0.999, mean_score=0.784"
"325","10","general","Sign: mean_ratio=3907462627328.000, max_ratio=11103113314304.000, mean_score=0.198","1","3907462627328.000","Sign: mean_ratio=3907462627328.000, max_ratio=11103113314304.000, mean_score=0.198"
"325","10","general","Sign: mean_ratio=3907462627328.000, max_ratio=11103113314304.000, mean_score=0.198","2","11103113314304.000","Sign: mean_ratio=3907462627328.000, max_ratio=11103113314304.000, mean_score=0.198"
"325","10","general","Sign: mean_ratio=3907462627328.000, max_ratio=11103113314304.000, mean_score=0.198","3","0.198","Sign: mean_ratio=3907462627328.000, max_ratio=11103113314304.000, mean_score=0.198"
"326","10","MOS-Core","Gen 70/100:","1","70","[MOS-Core] Gen 70/100:"
"326","10","MOS-Core","Gen 70/100:","2","100","[MOS-Core] Gen 70/100:"
"327","10","general","Stealth: mean=0.588, best=1.000","1","0.588","Stealth: mean=0.588, best=1.000"
"327","10","general","Stealth: mean=0.588, best=1.000","2","1.000","Stealth: mean=0.588, best=1.000"
"328","10","general","Destructiveness: mean=431594653351936.000, best=1328914286772224.000","1","431594653351936.000","Destructiveness: mean=431594653351936.000, best=1328914286772224.000"
"328","10","general","Destructiveness: mean=431594653351936.000, best=1328914286772224.000","2","1328914286772224.000","Destructiveness: mean=431594653351936.000, best=1328914286772224.000"
"329","10","general","CV: mean=1953822539776.0000, min=0.0000","1","1953822539776.0000","CV: mean=1953822539776.0000, min=0.0000"
"329","10","general","CV: mean=1953822539776.0000, min=0.0000","2","0.0000","CV: mean=1953822539776.0000, min=0.0000"
"330","10","general","Feasibility: count=2, ratio=20.00%","1","2","Feasibility: count=2, ratio=20.00%"
"330","10","general","Feasibility: count=2, ratio=20.00%","2","20.00","Feasibility: count=2, ratio=20.00%"
"331","10","general","Max feasible destruct: 0.580","1","0.580","Max feasible destruct: 0.580"
"332","10","general","Pareto front size: 10","1","10","Pareto front size: 10"
"333","10","general","Budget ratio: mean=0.351, max=1.000","1","0.351","Budget ratio: mean=0.351, max=1.000"
"333","10","general","Budget ratio: mean=0.351, max=1.000","2","1.000","Budget ratio: mean=0.351, max=1.000"
"334","10","general","Radial: mean_ratio=0.351, max_ratio=1.000, mean_score=0.783","1","0.351","Radial: mean_ratio=0.351, max_ratio=1.000, mean_score=0.783"
"334","10","general","Radial: mean_ratio=0.351, max_ratio=1.000, mean_score=0.783","2","1.000","Radial: mean_ratio=0.351, max_ratio=1.000, mean_score=0.783"
"334","10","general","Radial: mean_ratio=0.351, max_ratio=1.000, mean_score=0.783","3","0.783","Radial: mean_ratio=0.351, max_ratio=1.000, mean_score=0.783"
"335","10","general","Sign: mean_ratio=3907645079552.000, max_ratio=11038778982400.000, mean_score=0.197","1","3907645079552.000","Sign: mean_ratio=3907645079552.000, max_ratio=11038778982400.000, mean_score=0.197"
"335","10","general","Sign: mean_ratio=3907645079552.000, max_ratio=11038778982400.000, mean_score=0.197","2","11038778982400.000","Sign: mean_ratio=3907645079552.000, max_ratio=11038778982400.000, mean_score=0.197"
"335","10","general","Sign: mean_ratio=3907645079552.000, max_ratio=11038778982400.000, mean_score=0.197","3","0.197","Sign: mean_ratio=3907645079552.000, max_ratio=11038778982400.000, mean_score=0.197"
"336","10","MOS-Core","Gen 80/100:","1","80","[MOS-Core] Gen 80/100:"
"336","10","MOS-Core","Gen 80/100:","2","100","[MOS-Core] Gen 80/100:"
"337","10","general","Stealth: mean=0.587, best=1.000","1","0.587","Stealth: mean=0.587, best=1.000"
"337","10","general","Stealth: mean=0.587, best=1.000","2","1.000","Stealth: mean=0.587, best=1.000"
"338","10","general","Destructiveness: mean=432530117361664.000, best=1329075213828096.000","1","432530117361664.000","Destructiveness: mean=432530117361664.000, best=1329075213828096.000"
"338","10","general","Destructiveness: mean=432530117361664.000, best=1329075213828096.000","2","1329075213828096.000","Destructiveness: mean=432530117361664.000, best=1329075213828096.000"
"339","10","general","CV: mean=1960108752896.0000, min=0.0000","1","1960108752896.0000","CV: mean=1960108752896.0000, min=0.0000"
"339","10","general","CV: mean=1960108752896.0000, min=0.0000","2","0.0000","CV: mean=1960108752896.0000, min=0.0000"
"340","10","general","Feasibility: count=2, ratio=20.00%","1","2","Feasibility: count=2, ratio=20.00%"
"340","10","general","Feasibility: count=2, ratio=20.00%","2","20.00","Feasibility: count=2, ratio=20.00%"
"341","10","general","Max feasible destruct: 0.788","1","0.788","Max feasible destruct: 0.788"
"342","10","general","Pareto front size: 10","1","10","Pareto front size: 10"
"343","10","general","Budget ratio: mean=0.353, max=1.000","1","0.353","Budget ratio: mean=0.353, max=1.000"
"343","10","general","Budget ratio: mean=0.353, max=1.000","2","1.000","Budget ratio: mean=0.353, max=1.000"
"344","10","general","Radial: mean_ratio=0.353, max_ratio=1.000, mean_score=0.782","1","0.353","Radial: mean_ratio=0.353, max_ratio=1.000, mean_score=0.782"
"344","10","general","Radial: mean_ratio=0.353, max_ratio=1.000, mean_score=0.782","2","1.000","Radial: mean_ratio=0.353, max_ratio=1.000, mean_score=0.782"
"344","10","general","Radial: mean_ratio=0.353, max_ratio=1.000, mean_score=0.782","3","0.782","Radial: mean_ratio=0.353, max_ratio=1.000, mean_score=0.782"
"345","10","general","Sign: mean_ratio=3920217505792.000, max_ratio=11071752503296.000, mean_score=0.197","1","3920217505792.000","Sign: mean_ratio=3920217505792.000, max_ratio=11071752503296.000, mean_score=0.197"
"345","10","general","Sign: mean_ratio=3920217505792.000, max_ratio=11071752503296.000, mean_score=0.197","2","11071752503296.000","Sign: mean_ratio=3920217505792.000, max_ratio=11071752503296.000, mean_score=0.197"
"345","10","general","Sign: mean_ratio=3920217505792.000, max_ratio=11071752503296.000, mean_score=0.197","3","0.197","Sign: mean_ratio=3920217505792.000, max_ratio=11071752503296.000, mean_score=0.197"
"346","10","MOS-Core","Gen 90/100:","1","90","[MOS-Core] Gen 90/100:"
"346","10","MOS-Core","Gen 90/100:","2","100","[MOS-Core] Gen 90/100:"
"347","10","general","Stealth: mean=0.585, best=1.000","1","0.585","Stealth: mean=0.585, best=1.000"
"347","10","general","Stealth: mean=0.585, best=1.000","2","1.000","Stealth: mean=0.585, best=1.000"
"348","10","general","Destructiveness: mean=430794279485440.000, best=1329075213828096.000","1","430794279485440.000","Destructiveness: mean=430794279485440.000, best=1329075213828096.000"
"348","10","general","Destructiveness: mean=430794279485440.000, best=1329075213828096.000","2","1329075213828096.000","Destructiveness: mean=430794279485440.000, best=1329075213828096.000"
"349","10","general","CV: mean=1960336293888.0000, min=0.0000","1","1960336293888.0000","CV: mean=1960336293888.0000, min=0.0000"
"349","10","general","CV: mean=1960336293888.0000, min=0.0000","2","0.0000","CV: mean=1960336293888.0000, min=0.0000"
"350","10","general","Feasibility: count=2, ratio=20.00%","1","2","Feasibility: count=2, ratio=20.00%"
"350","10","general","Feasibility: count=2, ratio=20.00%","2","20.00","Feasibility: count=2, ratio=20.00%"
"351","10","general","Max feasible destruct: 1.219","1","1.219","Max feasible destruct: 1.219"
"352","10","general","Pareto front size: 10","1","10","Pareto front size: 10"
"353","10","general","Budget ratio: mean=0.355, max=1.000","1","0.355","Budget ratio: mean=0.355, max=1.000"
"353","10","general","Budget ratio: mean=0.355, max=1.000","2","1.000","Budget ratio: mean=0.355, max=1.000"
"354","10","general","Radial: mean_ratio=0.355, max_ratio=1.000, mean_score=0.780","1","0.355","Radial: mean_ratio=0.355, max_ratio=1.000, mean_score=0.780"
"354","10","general","Radial: mean_ratio=0.355, max_ratio=1.000, mean_score=0.780","2","1.000","Radial: mean_ratio=0.355, max_ratio=1.000, mean_score=0.780"
"354","10","general","Radial: mean_ratio=0.355, max_ratio=1.000, mean_score=0.780","3","0.780","Radial: mean_ratio=0.355, max_ratio=1.000, mean_score=0.780"
"355","10","general","Sign: mean_ratio=3920672587776.000, max_ratio=11071752503296.000, mean_score=0.196","1","3920672587776.000","Sign: mean_ratio=3920672587776.000, max_ratio=11071752503296.000, mean_score=0.196"
"355","10","general","Sign: mean_ratio=3920672587776.000, max_ratio=11071752503296.000, mean_score=0.196","2","11071752503296.000","Sign: mean_ratio=3920672587776.000, max_ratio=11071752503296.000, mean_score=0.196"
"355","10","general","Sign: mean_ratio=3920672587776.000, max_ratio=11071752503296.000, mean_score=0.196","3","0.196","Sign: mean_ratio=3920672587776.000, max_ratio=11071752503296.000, mean_score=0.196"
"356","10","MOS-Core","Gen 100/100:","1","100","[MOS-Core] Gen 100/100:"
"356","10","MOS-Core","Gen 100/100:","2","100","[MOS-Core] Gen 100/100:"
"357","10","general","Stealth: mean=0.582, best=1.000","1","0.582","Stealth: mean=0.582, best=1.000"
"357","10","general","Stealth: mean=0.582, best=1.000","2","1.000","Stealth: mean=0.582, best=1.000"
"358","10","general","Destructiveness: mean=430515341492224.000, best=1330249350512640.000","1","430515341492224.000","Destructiveness: mean=430515341492224.000, best=1330249350512640.000"
"358","10","general","Destructiveness: mean=430515341492224.000, best=1330249350512640.000","2","1330249350512640.000","Destructiveness: mean=430515341492224.000, best=1330249350512640.000"
"359","10","general","CV: mean=1959854211072.0000, min=0.0000","1","1959854211072.0000","CV: mean=1959854211072.0000, min=0.0000"
"359","10","general","CV: mean=1959854211072.0000, min=0.0000","2","0.0000","CV: mean=1959854211072.0000, min=0.0000"
"360","10","general","Feasibility: count=2, ratio=20.00%","1","2","Feasibility: count=2, ratio=20.00%"
"360","10","general","Feasibility: count=2, ratio=20.00%","2","20.00","Feasibility: count=2, ratio=20.00%"
"361","10","general","Max feasible destruct: 1.663","1","1.663","Max feasible destruct: 1.663"
"362","10","general","Pareto front size: 10","1","10","Pareto front size: 10"
"363","10","general","Budget ratio: mean=0.360, max=1.000","1","0.360","Budget ratio: mean=0.360, max=1.000"
"363","10","general","Budget ratio: mean=0.360, max=1.000","2","1.000","Budget ratio: mean=0.360, max=1.000"
"364","10","general","Radial: mean_ratio=0.360, max_ratio=1.000, mean_score=0.776","1","0.360","Radial: mean_ratio=0.360, max_ratio=1.000, mean_score=0.776"
"364","10","general","Radial: mean_ratio=0.360, max_ratio=1.000, mean_score=0.776","2","1.000","Radial: mean_ratio=0.360, max_ratio=1.000, mean_score=0.776"
"364","10","general","Radial: mean_ratio=0.360, max_ratio=1.000, mean_score=0.776","3","0.776","Radial: mean_ratio=0.360, max_ratio=1.000, mean_score=0.776"
"365","10","general","Sign: mean_ratio=3919708422144.000, max_ratio=11084646842368.000, mean_score=0.194","1","3919708422144.000","Sign: mean_ratio=3919708422144.000, max_ratio=11084646842368.000, mean_score=0.194"
"365","10","general","Sign: mean_ratio=3919708422144.000, max_ratio=11084646842368.000, mean_score=0.194","2","11084646842368.000","Sign: mean_ratio=3919708422144.000, max_ratio=11084646842368.000, mean_score=0.194"
"365","10","general","Sign: mean_ratio=3919708422144.000, max_ratio=11084646842368.000, mean_score=0.194","3","0.194","Sign: mean_ratio=3919708422144.000, max_ratio=11084646842368.000, mean_score=0.194"
"366","10","MOS-Core","Selecting final solution...",,,"[MOS-Core] Selecting final solution..."
"367","10","MOS-Core","Selection parameters:",,,"[MOS-Core] Selection parameters:"
"368","10","general","Lambda_s (stealth weight): 0.50","1","0.50","Lambda_s (stealth weight): 0.50"
"369","10","general","Lambda_a (attack weight): 0.50","1","0.50","Lambda_a (attack weight): 0.50"
"370","10","general","Attack floor ratio: 133024935051264.0000","1","133024935051264.0000","Attack floor ratio: 133024935051264.0000"
"371","10","MOS-Core","Pareto front summary:",,,"[MOS-Core] Pareto front summary:"
"372","10","general","Front size: 10","1","10","Front size: 10"
"373","10","general","Stealth range: [0.333, 1.000]","1","0.333","Stealth range: [0.333, 1.000]"
"373","10","general","Stealth range: [0.333, 1.000]","2","1.000","Stealth range: [0.333, 1.000]"
"374","10","general","Destructiveness range: [0.000, 1330249350512640.000]","1","0.000","Destructiveness range: [0.000, 1330249350512640.000]"
"374","10","general","Destructiveness range: [0.000, 1330249350512640.000]","2","1330249350512640.000","Destructiveness range: [0.000, 1330249350512640.000]"
"375","10","general","Candidates after attack floor: 6","1","6","Candidates after attack floor: 6"
"376","10","MOS-Core","Selected solution (index=7):","1","7","[MOS-Core] Selected solution (index=7):"
"377","10","MOS-Core","Constraint pass score (R): 0.366","1","0.366","[MOS-Core]   Constraint pass score (R): 0.366"
"378","10","MOS-Core","Destructiveness (A): 1102621318316032.000","1","1102621318316032.000","[MOS-Core]   Destructiveness (A): 1102621318316032.000"
"379","10","MOS-Core","Total CV: 5483646156800.0000","1","5483646156800.0000","[MOS-Core]   Total CV: 5483646156800.0000"
"380","10","MOS-Core","Deviation norm: 1134105039208448.0000","1","1134105039208448.0000","[MOS-Core]   Deviation norm: 1134105039208448.0000"
"381","10","MOS-Core","Budget usage: 82.17%","1","82.17","[MOS-Core]   Budget usage: 82.17%"
"382","10","MOS-Core","selection_mode=balanced_knee",,,"[MOS-Core] selection_mode=balanced_knee"
"383","10","MOS-Core","selected_budget_ratio=0.821675","1","0.821675","[MOS-Core] selected_budget_ratio=0.821675"
"384","10","MOS-Core","selected_stealth=0.365964","1","0.365964","[MOS-Core] selected_stealth=0.365964"
"385","10","MOS-Core","selected_destructiveness=1102621318316032.000000","1","1102621318316032.000000","[MOS-Core] selected_destructiveness=1102621318316032.000000"
"386","10","MOS-Core","selected_R=0.365964","1","0.365964","[MOS-Core] selected_R=0.365964"
"387","10","MOS-Core","selected_A=1102621318316032.000000","1","1102621318316032.000000","[MOS-Core] selected_A=1102621318316032.000000"
"388","10","MOS-Core","selected_cv=5483646156800.000000","1","5483646156800.000000","[MOS-Core] selected_cv=5483646156800.000000"
"389","10","MOS-Core","selected_feasible=False",,,"[MOS-Core] selected_feasible=False"
"390","10","MOS-Core","selected_guidance_alignment=0.972245","1","0.972245","[MOS-Core] selected_guidance_alignment=0.972245"
"391","10","MOS-Core","Per-constraint details:",,,"[MOS-Core] Per-constraint details:"
"392","10","MOS-Core","Radial: score=0.549, ratio=0.822, loss=1134105001697056.0000, threshold=1380236193169408.0000","1","0.549","[MOS-Core]   Radial: score=0.549, ratio=0.822, loss=1134105001697056.0000, threshold=1380236193169408.0000"
"392","10","MOS-Core","Radial: score=0.549, ratio=0.822, loss=1134105001697056.0000, threshold=1380236193169408.0000","2","0.822","[MOS-Core]   Radial: score=0.549, ratio=0.822, loss=1134105001697056.0000, threshold=1380236193169408.0000"
"392","10","MOS-Core","Radial: score=0.549, ratio=0.822, loss=1134105001697056.0000, threshold=1380236193169408.0000","3","1134105001697056.0000","[MOS-Core]   Radial: score=0.549, ratio=0.822, loss=1134105001697056.0000, threshold=1380236193169408.0000"
"392","10","MOS-Core","Radial: score=0.549, ratio=0.822, loss=1134105001697056.0000, threshold=1380236193169408.0000","4","1380236193169408.0000","[MOS-Core]   Radial: score=0.549, ratio=0.822, loss=1134105001697056.0000, threshold=1380236193169408.0000"
"393","10","MOS-Core","Sign: score=0.000, ratio=10967292313600.000, loss=23330749965173.4688, threshold=2.1273","1","0.000","[MOS-Core]   Sign: score=0.000, ratio=10967292313600.000, loss=23330749965173.4688, threshold=2.1273"
"393","10","MOS-Core","Sign: score=0.000, ratio=10967292313600.000, loss=23330749965173.4688, threshold=2.1273","2","10967292313600.000","[MOS-Core]   Sign: score=0.000, ratio=10967292313600.000, loss=23330749965173.4688, threshold=2.1273"
"393","10","MOS-Core","Sign: score=0.000, ratio=10967292313600.000, loss=23330749965173.4688, threshold=2.1273","3","23330749965173.4688","[MOS-Core]   Sign: score=0.000, ratio=10967292313600.000, loss=23330749965173.4688, threshold=2.1273"
"393","10","MOS-Core","Sign: score=0.000, ratio=10967292313600.000, loss=23330749965173.4688, threshold=2.1273","4","2.1273","[MOS-Core]   Sign: score=0.000, ratio=10967292313600.000, loss=23330749965173.4688, threshold=2.1273"
"394","10","phase","attack",,,"attack"
"395","10","phase","defend",,,"defend"
"396","10","FiniteAudit","round=10 defense=multi_krum selected_count=3 selected_malicious_count=1 selected_updates_finite=True selected_indices=[17, 18, 1]","1","10","[FiniteAudit] round=10 defense=multi_krum selected_count=3 selected_malicious_count=1 selected_updates_finite=True selected_indices=[17, 18, 1]"
"396","10","FiniteAudit","round=10 defense=multi_krum selected_count=3 selected_malicious_count=1 selected_updates_finite=True selected_indices=[17, 18, 1]","2","3","[FiniteAudit] round=10 defense=multi_krum selected_count=3 selected_malicious_count=1 selected_updates_finite=True selected_indices=[17, 18, 1]"
"396","10","FiniteAudit","round=10 defense=multi_krum selected_count=3 selected_malicious_count=1 selected_updates_finite=True selected_indices=[17, 18, 1]","3","1","[FiniteAudit] round=10 defense=multi_krum selected_count=3 selected_malicious_count=1 selected_updates_finite=True selected_indices=[17, 18, 1]"
"396","10","FiniteAudit","round=10 defense=multi_krum selected_count=3 selected_malicious_count=1 selected_updates_finite=True selected_indices=[17, 18, 1]","4","17","[FiniteAudit] round=10 defense=multi_krum selected_count=3 selected_malicious_count=1 selected_updates_finite=True selected_indices=[17, 18, 1]"
"396","10","FiniteAudit","round=10 defense=multi_krum selected_count=3 selected_malicious_count=1 selected_updates_finite=True selected_indices=[17, 18, 1]","5","18","[FiniteAudit] round=10 defense=multi_krum selected_count=3 selected_malicious_count=1 selected_updates_finite=True selected_indices=[17, 18, 1]"
